time,source,unit,glucoseReading
2017-08-31 07:18:33.000,tidepool,mg/dL,90.09
2017-08-31 07:18:35.160,nightscout,mg/dL,95.0
2017-08-31 07:23:33.000,tidepool,mg/dL,72.072
2017-08-31 07:23:34.260,nightscout,mg/dL,86.0
2017-08-31 07:28:33.000,tidepool,mg/dL,72.072
2017-08-31 07:28:34.988,nightscout,mg/dL,85.0
2017-08-31 07:33:33.000,tidepool,mg/dL,90.09
2017-08-31 07:33:34.333,nightscout,mg/dL,92.0
2017-08-31 07:38:33.000,tidepool,mg/dL,72.072
2017-08-31 07:38:34.641,nightscout,mg/dL,90.0
2017-08-31 07:43:33.000,tidepool,mg/dL,72.072
2017-08-31 07:43:34.180,nightscout,mg/dL,88.0
2017-08-31 07:48:33.000,tidepool,mg/dL,72.072
2017-08-31 07:48:34.936,nightscout,mg/dL,87.0
2017-08-31 07:53:33.000,tidepool,mg/dL,72.072
2017-08-31 07:53:34.156,nightscout,mg/dL,87.0
2017-08-31 07:58:33.000,tidepool,mg/dL,72.072
2017-08-31 07:58:34.291,nightscout,mg/dL,87.0
2017-08-31 08:03:33.000,tidepool,mg/dL,72.072
2017-08-31 08:03:34.142,nightscout,mg/dL,86.0
2017-08-31 08:06:11.000,googlesheet,mg/dL,88.0
2017-08-31 08:08:33.000,tidepool,mg/dL,72.072
2017-08-31 08:08:34.520,nightscout,mg/dL,86.0
2017-08-31 08:13:33.000,tidepool,mg/dL,72.072
2017-08-31 08:13:34.216,nightscout,mg/dL,86.0
2017-08-31 08:18:33.000,tidepool,mg/dL,72.072
2017-08-31 08:18:34.311,nightscout,mg/dL,80.0
2017-08-31 08:23:34.000,tidepool,mg/dL,72.072
2017-08-31 08:23:35.658,nightscout,mg/dL,77.0
2017-08-31 08:28:33.000,tidepool,mg/dL,72.072
2017-08-31 08:28:34.794,nightscout,mg/dL,79.0
2017-08-31 08:33:33.000,tidepool,mg/dL,72.072
2017-08-31 08:33:34.794,nightscout,mg/dL,84.0
2017-08-31 08:38:33.000,tidepool,mg/dL,72.072
2017-08-31 08:38:34.876,nightscout,mg/dL,85.0
2017-08-31 08:43:33.000,tidepool,mg/dL,72.072
2017-08-31 08:43:34.917,nightscout,mg/dL,85.0
2017-08-31 08:48:33.000,tidepool,mg/dL,72.072
2017-08-31 08:48:34.917,nightscout,mg/dL,86.0
2017-08-31 08:53:33.000,tidepool,mg/dL,72.072
2017-08-31 08:53:34.113,nightscout,mg/dL,88.0
2017-08-31 08:58:33.000,tidepool,mg/dL,72.072
2017-08-31 08:58:34.591,nightscout,mg/dL,89.0
2017-08-31 09:03:33.000,tidepool,mg/dL,90.09
2017-08-31 09:03:34.432,nightscout,mg/dL,93.0
2017-08-31 09:08:33.000,tidepool,mg/dL,90.09
2017-08-31 09:08:35.038,nightscout,mg/dL,92.0
2017-08-31 09:13:33.000,tidepool,mg/dL,72.072
2017-08-31 09:13:35.011,nightscout,mg/dL,90.0
2017-08-31 09:18:33.000,tidepool,mg/dL,90.09
2017-08-31 09:18:34.109,nightscout,mg/dL,92.0
2017-08-31 09:23:33.000,tidepool,mg/dL,90.09
2017-08-31 09:23:34.455,nightscout,mg/dL,93.0
2017-08-31 09:28:33.000,tidepool,mg/dL,90.09
2017-08-31 09:28:35.058,nightscout,mg/dL,93.0
2017-08-31 09:33:33.000,tidepool,mg/dL,90.09
2017-08-31 09:33:35.033,nightscout,mg/dL,93.0
2017-08-31 09:38:33.000,tidepool,mg/dL,90.09
2017-08-31 09:38:34.350,nightscout,mg/dL,94.0
2017-08-31 09:43:33.000,tidepool,mg/dL,90.09
2017-08-31 09:43:34.876,nightscout,mg/dL,96.0
2017-08-31 09:48:33.000,tidepool,mg/dL,90.09
2017-08-31 09:48:34.932,nightscout,mg/dL,96.0
2017-08-31 09:53:33.000,tidepool,mg/dL,90.09
2017-08-31 09:53:34.154,nightscout,mg/dL,96.0
2017-08-31 09:58:33.000,tidepool,mg/dL,90.09
2017-08-31 09:58:34.375,nightscout,mg/dL,95.0
2017-08-31 10:03:33.000,tidepool,mg/dL,90.09
2017-08-31 10:03:34.577,nightscout,mg/dL,95.0
2017-08-31 10:08:33.000,tidepool,mg/dL,90.09
2017-08-31 10:08:34.094,nightscout,mg/dL,95.0
2017-08-31 10:13:33.000,tidepool,mg/dL,90.09
2017-08-31 10:13:34.927,nightscout,mg/dL,93.0
2017-08-31 10:18:33.000,tidepool,mg/dL,90.09
2017-08-31 10:18:34.274,nightscout,mg/dL,93.0
2017-08-31 10:23:33.000,tidepool,mg/dL,90.09
2017-08-31 10:23:34.877,nightscout,mg/dL,91.0
2017-08-31 10:28:33.000,tidepool,mg/dL,90.09
2017-08-31 10:28:34.976,nightscout,mg/dL,91.0
2017-08-31 10:33:33.000,tidepool,mg/dL,72.072
2017-08-31 10:33:34.951,nightscout,mg/dL,84.0
2017-08-31 10:38:33.000,tidepool,mg/dL,72.072
2017-08-31 10:38:34.393,nightscout,mg/dL,89.0
2017-08-31 10:43:33.000,tidepool,mg/dL,72.072
2017-08-31 10:43:34.857,nightscout,mg/dL,90.0
2017-08-31 10:48:33.000,tidepool,mg/dL,72.072
2017-08-31 10:48:34.962,nightscout,mg/dL,89.0
2017-08-31 10:53:33.000,tidepool,mg/dL,72.072
2017-08-31 10:53:34.199,nightscout,mg/dL,88.0
2017-08-31 10:58:33.000,tidepool,mg/dL,72.072
2017-08-31 10:58:34.802,nightscout,mg/dL,88.0
2017-08-31 11:03:33.000,tidepool,mg/dL,72.072
2017-08-31 11:03:34.395,nightscout,mg/dL,88.0
2017-08-31 11:08:33.000,tidepool,mg/dL,72.072
2017-08-31 11:08:34.875,nightscout,mg/dL,89.0
2017-08-31 11:13:33.000,tidepool,mg/dL,90.09
2017-08-31 11:13:34.849,nightscout,mg/dL,93.0
2017-08-31 11:18:33.000,tidepool,mg/dL,90.09
2017-08-31 11:18:34.824,nightscout,mg/dL,95.0
2017-08-31 11:23:33.000,tidepool,mg/dL,90.09
2017-08-31 11:23:34.536,nightscout,mg/dL,97.0
2017-08-31 11:28:33.000,tidepool,mg/dL,90.09
2017-08-31 11:28:34.536,nightscout,mg/dL,96.0
2017-08-31 11:33:33.000,tidepool,mg/dL,90.09
2017-08-31 11:33:34.747,nightscout,mg/dL,94.0
2017-08-31 11:38:33.000,tidepool,mg/dL,90.09
2017-08-31 11:38:34.829,nightscout,mg/dL,94.0
2017-08-31 11:43:33.000,tidepool,mg/dL,90.09
2017-08-31 11:43:34.804,nightscout,mg/dL,95.0
2017-08-31 11:48:33.000,tidepool,mg/dL,90.09
2017-08-31 11:48:34.780,nightscout,mg/dL,95.0
2017-08-31 11:50:49.000,googlesheet,mg/dL,162.0
2017-08-31 11:53:33.000,tidepool,mg/dL,90.09
2017-08-31 11:53:34.877,nightscout,mg/dL,97.0
2017-08-31 11:58:33.000,tidepool,mg/dL,90.09
2017-08-31 11:58:34.977,nightscout,mg/dL,98.0
2017-08-31 12:03:33.000,tidepool,mg/dL,90.09
2017-08-31 12:03:34.702,nightscout,mg/dL,96.0
2017-08-31 12:08:33.000,tidepool,mg/dL,90.09
2017-08-31 12:08:34.676,nightscout,mg/dL,97.0
2017-08-31 12:13:33.000,tidepool,mg/dL,90.09
2017-08-31 12:13:34.021,nightscout,mg/dL,96.0
2017-08-31 12:18:33.000,tidepool,mg/dL,90.09
2017-08-31 12:18:34.588,nightscout,mg/dL,100.0
2017-08-31 12:23:33.000,tidepool,mg/dL,90.09
2017-08-31 12:23:34.724,nightscout,mg/dL,107.0
2017-08-31 12:28:33.000,tidepool,mg/dL,108.108
2017-08-31 12:28:34.698,nightscout,mg/dL,116.0
2017-08-31 12:33:33.000,tidepool,mg/dL,126.126
2017-08-31 12:33:34.599,nightscout,mg/dL,128.0
2017-08-31 12:38:33.000,tidepool,mg/dL,126.126
2017-08-31 12:38:34.599,nightscout,mg/dL,140.0
2017-08-31 12:43:33.000,tidepool,mg/dL,144.144
2017-08-31 12:43:34.094,nightscout,mg/dL,160.0
2017-08-31 12:48:33.000,tidepool,mg/dL,162.162
2017-08-31 12:48:34.700,nightscout,mg/dL,175.0
2017-08-31 12:53:33.000,tidepool,mg/dL,180.18
2017-08-31 12:53:34.922,nightscout,mg/dL,182.0
2017-08-31 12:58:33.000,tidepool,mg/dL,162.162
2017-08-31 12:58:34.771,nightscout,mg/dL,178.0
2017-08-31 13:03:33.000,tidepool,mg/dL,180.18
2017-08-31 13:03:34.870,nightscout,mg/dL,186.0
2017-08-31 13:08:33.000,tidepool,mg/dL,180.18
2017-08-31 13:08:33.977,nightscout,mg/dL,192.0
2017-08-31 13:13:33.000,tidepool,mg/dL,180.18
2017-08-31 13:13:34.085,nightscout,mg/dL,198.0
2017-08-31 13:18:33.000,tidepool,mg/dL,198.198
2017-08-31 13:18:34.670,nightscout,mg/dL,206.0
2017-08-31 13:23:33.000,tidepool,mg/dL,198.198
2017-08-31 13:23:34.768,nightscout,mg/dL,215.0
2017-08-31 13:28:33.000,tidepool,mg/dL,216.216
2017-08-31 13:28:34.619,nightscout,mg/dL,231.0
2017-08-31 13:33:33.000,tidepool,mg/dL,234.234
2017-08-31 13:33:34.841,nightscout,mg/dL,237.0
2017-08-31 13:38:33.000,tidepool,mg/dL,234.234
2017-08-31 13:38:34.690,nightscout,mg/dL,238.0
2017-08-31 13:43:33.000,tidepool,mg/dL,234.234
2017-08-31 13:43:34.469,nightscout,mg/dL,244.0
2017-08-31 13:48:33.000,tidepool,mg/dL,234.234
2017-08-31 13:48:34.469,nightscout,mg/dL,250.0
2017-08-31 13:53:33.000,tidepool,mg/dL,234.234
2017-08-31 13:53:34.060,nightscout,mg/dL,246.0
2017-08-31 13:58:33.000,tidepool,mg/dL,234.234
2017-08-31 13:58:34.609,nightscout,mg/dL,246.0
2017-08-31 14:03:33.000,tidepool,mg/dL,234.234
2017-08-31 14:03:34.549,nightscout,mg/dL,244.0
2017-08-31 14:08:33.000,tidepool,mg/dL,234.234
2017-08-31 14:08:34.488,nightscout,mg/dL,244.0
2017-08-31 14:13:33.000,tidepool,mg/dL,234.234
2017-08-31 14:13:34.401,nightscout,mg/dL,242.0
2017-08-31 14:18:33.000,tidepool,mg/dL,234.234
2017-08-31 14:18:34.071,nightscout,mg/dL,243.0
2017-08-31 14:23:33.000,tidepool,mg/dL,234.234
2017-08-31 14:23:33.579,nightscout,mg/dL,241.0
2017-08-31 14:28:33.000,tidepool,mg/dL,234.234
2017-08-31 14:28:34.215,nightscout,mg/dL,241.0
2017-08-31 14:33:33.000,tidepool,mg/dL,216.216
2017-08-31 14:33:34.257,nightscout,mg/dL,233.0
2017-08-31 14:38:33.000,tidepool,mg/dL,234.234
2017-08-31 14:38:34.012,nightscout,mg/dL,238.0
2017-08-31 14:43:33.000,tidepool,mg/dL,234.234
2017-08-31 14:43:34.365,nightscout,mg/dL,240.0
2017-08-31 14:48:33.000,tidepool,mg/dL,234.234
2017-08-31 14:48:34.463,nightscout,mg/dL,243.0
2017-08-31 14:53:33.000,tidepool,mg/dL,234.234
2017-08-31 14:53:33.809,nightscout,mg/dL,244.0
2017-08-31 14:58:33.000,tidepool,mg/dL,234.234
2017-08-31 14:58:34.431,nightscout,mg/dL,244.0
2017-08-31 15:03:33.000,tidepool,mg/dL,234.234
2017-08-31 15:03:34.406,nightscout,mg/dL,245.0
2017-08-31 15:08:33.000,tidepool,mg/dL,234.234
2017-08-31 15:08:34.380,nightscout,mg/dL,244.0
2017-08-31 15:13:33.000,tidepool,mg/dL,234.234
2017-08-31 15:13:34.175,nightscout,mg/dL,241.0
2017-08-31 15:15:39.000,googlesheet,mg/dL,263.0
2017-08-31 15:18:33.000,tidepool,mg/dL,234.234
2017-08-31 15:18:34.329,nightscout,mg/dL,237.0
2017-08-31 15:23:33.000,tidepool,mg/dL,216.216
2017-08-31 15:23:34.428,nightscout,mg/dL,233.0
2017-08-31 15:28:33.000,tidepool,mg/dL,216.216
2017-08-31 15:28:34.251,nightscout,mg/dL,230.0
2017-08-31 15:33:33.000,tidepool,mg/dL,216.216
2017-08-31 15:33:33.911,nightscout,mg/dL,227.0
2017-08-31 15:38:33.000,tidepool,mg/dL,216.216
2017-08-31 15:38:34.475,nightscout,mg/dL,219.0
2017-08-31 15:43:33.000,tidepool,mg/dL,216.216
2017-08-31 15:43:34.075,nightscout,mg/dL,217.0
2017-08-31 15:48:33.000,tidepool,mg/dL,198.198
2017-08-31 15:48:34.075,nightscout,mg/dL,212.0
2017-08-31 15:53:33.000,tidepool,mg/dL,198.198
2017-08-31 15:53:34.399,nightscout,mg/dL,212.0
2017-08-31 15:58:33.000,tidepool,mg/dL,198.198
2017-08-31 15:58:34.745,nightscout,mg/dL,211.0
2017-08-31 16:03:33.000,tidepool,mg/dL,198.198
2017-08-31 16:03:34.409,nightscout,mg/dL,203.0
2017-08-31 16:08:33.000,tidepool,mg/dL,180.18
2017-08-31 16:08:34.054,nightscout,mg/dL,190.0
2017-08-31 16:13:33.000,tidepool,mg/dL,162.162
2017-08-31 16:13:34.529,nightscout,mg/dL,180.0
2017-08-31 16:18:33.000,tidepool,mg/dL,162.162
2017-08-31 16:18:34.529,nightscout,mg/dL,179.0
2017-08-31 16:23:33.000,tidepool,mg/dL,162.162
2017-08-31 16:23:34.082,nightscout,mg/dL,177.0
2017-08-31 16:28:33.000,tidepool,mg/dL,162.162
2017-08-31 16:28:34.324,nightscout,mg/dL,177.0
2017-08-31 16:33:33.000,tidepool,mg/dL,162.162
2017-08-31 16:33:34.299,nightscout,mg/dL,167.0
2017-08-31 16:38:33.000,tidepool,mg/dL,162.162
2017-08-31 16:38:34.524,nightscout,mg/dL,174.0
2017-08-31 16:43:33.000,tidepool,mg/dL,162.162
2017-08-31 16:43:34.524,nightscout,mg/dL,176.0
2017-08-31 16:48:33.000,tidepool,mg/dL,180.18
2017-08-31 16:48:34.346,nightscout,mg/dL,182.0
2017-08-31 16:53:33.000,tidepool,mg/dL,180.18
2017-08-31 16:53:34.691,nightscout,mg/dL,193.0
2017-08-31 16:58:33.000,tidepool,mg/dL,198.198
2017-08-31 16:58:34.789,nightscout,mg/dL,207.0
2017-08-31 17:03:33.000,tidepool,mg/dL,216.216
2017-08-31 17:03:34.568,nightscout,mg/dL,221.0
2017-08-31 17:08:33.000,tidepool,mg/dL,216.216
2017-08-31 17:08:34.118,nightscout,mg/dL,230.0
2017-08-31 17:13:33.000,tidepool,mg/dL,234.234
2017-08-31 17:13:33.641,nightscout,mg/dL,235.0
2017-08-31 17:18:33.000,tidepool,mg/dL,234.234
2017-08-31 17:18:34.145,nightscout,mg/dL,240.0
2017-08-31 17:23:33.000,tidepool,mg/dL,234.234
2017-08-31 17:23:34.155,nightscout,mg/dL,236.0
2017-08-31 17:28:33.000,tidepool,mg/dL,216.216
2017-08-31 17:28:33.989,nightscout,mg/dL,234.0
2017-08-31 17:33:33.000,tidepool,mg/dL,216.216
2017-08-31 17:33:34.219,nightscout,mg/dL,228.0
2017-08-31 17:38:33.000,tidepool,mg/dL,216.216
2017-08-31 17:38:34.442,nightscout,mg/dL,223.0
2017-08-31 17:43:33.000,tidepool,mg/dL,216.216
2017-08-31 17:43:33.937,nightscout,mg/dL,218.0
2017-08-31 17:48:33.000,tidepool,mg/dL,216.216
2017-08-31 17:48:34.143,nightscout,mg/dL,220.0
2017-08-31 17:53:33.000,tidepool,mg/dL,198.198
2017-08-31 17:53:34.118,nightscout,mg/dL,212.0
2017-08-31 17:58:33.000,tidepool,mg/dL,198.198
2017-08-31 17:58:33.941,nightscout,mg/dL,207.0
2017-08-31 18:03:33.000,tidepool,mg/dL,198.198
2017-08-31 18:03:33.941,nightscout,mg/dL,206.0
2017-08-31 18:08:33.000,tidepool,mg/dL,198.198
2017-08-31 18:08:34.378,nightscout,mg/dL,208.0
2017-08-31 18:13:33.000,tidepool,mg/dL,198.198
2017-08-31 18:13:35.220,nightscout,mg/dL,211.0
2017-08-31 18:18:33.000,tidepool,mg/dL,198.198
2017-08-31 18:18:34.822,nightscout,mg/dL,212.0
2017-08-31 18:23:33.000,tidepool,mg/dL,198.198
2017-08-31 18:23:34.840,nightscout,mg/dL,211.0
2017-08-31 18:28:33.000,tidepool,mg/dL,198.198
2017-08-31 18:28:34.840,nightscout,mg/dL,214.0
2017-08-31 18:33:33.000,tidepool,mg/dL,216.216
2017-08-31 18:33:34.749,nightscout,mg/dL,220.0
2017-08-31 18:35:00.000,googlesheet,mg/dL,184.0
2017-08-31 18:38:33.000,tidepool,mg/dL,216.216
2017-08-31 18:38:35.092,nightscout,mg/dL,226.0
2017-08-31 18:43:33.000,tidepool,mg/dL,234.234
2017-08-31 18:43:33.917,nightscout,mg/dL,238.0
2017-08-31 18:48:33.000,tidepool,mg/dL,234.234
2017-08-31 18:48:33.917,nightscout,mg/dL,252.0
2017-08-31 18:53:33.000,tidepool,mg/dL,252.252
2017-08-31 18:53:34.574,nightscout,mg/dL,259.0
2017-08-31 18:58:33.000,tidepool,mg/dL,252.252
2017-08-31 18:58:34.016,nightscout,mg/dL,266.0
2017-08-31 19:03:33.000,tidepool,mg/dL,270.27
2017-08-31 19:03:34.151,nightscout,mg/dL,277.0
2017-08-31 19:08:33.000,tidepool,mg/dL,288.288
2017-08-31 19:08:34.620,nightscout,mg/dL,291.0
2017-08-31 19:13:33.000,tidepool,mg/dL,288.288
2017-08-31 19:13:34.347,nightscout,mg/dL,303.0
2017-08-31 19:18:33.000,tidepool,mg/dL,306.306
2017-08-31 19:18:33.991,nightscout,mg/dL,317.0
2017-08-31 19:23:33.000,tidepool,mg/dL,324.324
2017-08-31 19:23:33.943,nightscout,mg/dL,325.0
2017-08-31 19:28:33.000,tidepool,mg/dL,324.324
2017-08-31 19:28:33.925,nightscout,mg/dL,331.0
2017-08-31 19:33:33.000,tidepool,mg/dL,324.324
2017-08-31 19:33:33.933,nightscout,mg/dL,335.0
2017-08-31 19:38:33.000,tidepool,mg/dL,324.324
2017-08-31 19:38:33.908,nightscout,mg/dL,333.0
2017-08-31 19:43:33.000,tidepool,mg/dL,324.324
2017-08-31 19:43:33.744,nightscout,mg/dL,330.0
2017-08-31 19:48:33.000,tidepool,mg/dL,306.306
2017-08-31 19:48:33.982,nightscout,mg/dL,321.0
2017-08-31 19:53:33.000,tidepool,mg/dL,306.306
2017-08-31 19:53:33.955,nightscout,mg/dL,308.0
2017-08-31 19:58:33.000,tidepool,mg/dL,288.288
2017-08-31 19:58:33.931,nightscout,mg/dL,294.0
2017-08-31 20:03:33.000,tidepool,mg/dL,270.27
2017-08-31 20:03:33.907,nightscout,mg/dL,280.0
2017-08-31 20:08:33.000,tidepool,mg/dL,252.252
2017-08-31 20:08:34.128,nightscout,mg/dL,265.0
2017-08-31 20:13:33.000,tidepool,mg/dL,216.216
2017-08-31 20:13:33.853,nightscout,mg/dL,228.0
2017-08-31 20:18:33.000,tidepool,mg/dL,216.216
2017-08-31 20:18:34.077,nightscout,mg/dL,217.0
2017-08-31 20:23:33.000,tidepool,mg/dL,216.216
2017-08-31 20:23:34.175,nightscout,mg/dL,223.0
2017-08-31 20:28:33.000,tidepool,mg/dL,216.216
2017-08-31 20:28:33.902,nightscout,mg/dL,218.0
2017-08-31 20:33:33.000,tidepool,mg/dL,216.216
2017-08-31 20:33:33.876,nightscout,mg/dL,223.0
2017-08-31 20:38:33.000,tidepool,mg/dL,234.234
2017-08-31 20:38:33.974,nightscout,mg/dL,235.0
2017-08-31 20:43:33.000,tidepool,mg/dL,234.234
2017-08-31 20:43:33.826,nightscout,mg/dL,251.0
2017-08-31 20:48:33.000,tidepool,mg/dL,252.252
2017-08-31 20:48:33.801,nightscout,mg/dL,266.0
2017-08-31 20:53:33.000,tidepool,mg/dL,270.27
2017-08-31 20:53:34.024,nightscout,mg/dL,278.0
2017-08-31 20:58:33.000,tidepool,mg/dL,270.27
2017-08-31 20:58:34.775,nightscout,mg/dL,286.0
2017-08-31 21:03:33.000,tidepool,mg/dL,288.288
2017-08-31 21:03:34.378,nightscout,mg/dL,293.0
2017-08-31 21:08:34.000,tidepool,mg/dL,288.288
2017-08-31 21:08:35.343,nightscout,mg/dL,294.0
2017-08-31 21:13:33.000,tidepool,mg/dL,288.288
2017-08-31 21:13:34.078,nightscout,mg/dL,291.0
2017-08-31 21:18:33.000,tidepool,mg/dL,270.27
2017-08-31 21:18:34.084,nightscout,mg/dL,288.0
2017-08-31 21:23:33.000,tidepool,mg/dL,270.27
2017-08-31 21:23:33.925,nightscout,mg/dL,288.0
2017-08-31 21:28:33.000,tidepool,mg/dL,270.27
2017-08-31 21:28:34.127,nightscout,mg/dL,285.0
2017-08-31 21:33:32.000,tidepool,mg/dL,270.27
2017-08-31 21:33:34.102,nightscout,mg/dL,280.0
2017-08-31 21:38:32.000,tidepool,mg/dL,270.27
2017-08-31 21:38:34.076,nightscout,mg/dL,273.0
2017-08-31 21:53:33.000,tidepool,mg/dL,252.252
2017-08-31 21:53:34.137,nightscout,mg/dL,264.0
2017-08-31 21:58:32.000,tidepool,mg/dL,252.252
2017-08-31 21:58:33.167,nightscout,mg/dL,254.0
2017-08-31 22:03:33.000,tidepool,mg/dL,234.234
2017-08-31 22:03:33.760,nightscout,mg/dL,244.0
2017-08-31 22:08:32.000,tidepool,mg/dL,180.18
2017-08-31 22:08:33.363,nightscout,mg/dL,184.0
2017-08-31 22:13:33.000,tidepool,mg/dL,162.162
2017-08-31 22:13:33.531,nightscout,mg/dL,178.0
2017-08-31 22:18:32.000,tidepool,mg/dL,162.162
2017-08-31 22:18:33.560,nightscout,mg/dL,174.0
2017-08-31 22:23:32.000,tidepool,mg/dL,162.162
2017-08-31 22:23:33.865,nightscout,mg/dL,169.0
2017-08-31 22:28:32.000,tidepool,mg/dL,162.162
2017-08-31 22:28:33.865,nightscout,mg/dL,167.0
2017-08-31 22:33:33.000,tidepool,mg/dL,162.162
2017-08-31 22:33:33.362,nightscout,mg/dL,164.0
2017-08-31 22:38:32.000,tidepool,mg/dL,162.162
2017-08-31 22:38:33.211,nightscout,mg/dL,172.0
2017-08-31 22:43:32.000,tidepool,mg/dL,162.162
2017-08-31 22:43:33.186,nightscout,mg/dL,175.0
2017-08-31 22:48:32.000,tidepool,mg/dL,162.162
2017-08-31 22:48:33.655,nightscout,mg/dL,175.0
2017-08-31 22:53:32.000,tidepool,mg/dL,162.162
2017-08-31 22:53:33.133,nightscout,mg/dL,173.0
2017-08-31 22:58:32.000,tidepool,mg/dL,162.162
2017-08-31 22:58:33.933,nightscout,mg/dL,169.0
2017-08-31 23:03:32.000,tidepool,mg/dL,162.162
2017-08-31 23:03:33.933,nightscout,mg/dL,165.0
2017-08-31 23:08:32.000,tidepool,mg/dL,144.144
2017-08-31 23:08:34.028,nightscout,mg/dL,161.0
2017-08-31 23:13:33.000,tidepool,mg/dL,144.144
2017-08-31 23:13:33.251,nightscout,mg/dL,159.0
2017-08-31 23:18:32.000,tidepool,mg/dL,144.144
2017-08-31 23:18:33.228,nightscout,mg/dL,156.0
2017-08-31 23:23:32.000,tidepool,mg/dL,144.144
2017-08-31 23:23:33.723,nightscout,mg/dL,152.0
2017-08-31 23:28:32.000,tidepool,mg/dL,144.144
2017-08-31 23:28:33.438,nightscout,mg/dL,146.0
2017-08-31 23:33:32.000,tidepool,mg/dL,126.126
2017-08-31 23:33:33.152,nightscout,mg/dL,141.0
2017-08-31 23:38:32.000,tidepool,mg/dL,126.126
2017-08-31 23:38:33.621,nightscout,mg/dL,140.0
2017-08-31 23:43:32.000,tidepool,mg/dL,126.126
2017-08-31 23:43:33.099,nightscout,mg/dL,140.0
2017-08-31 23:48:32.000,tidepool,mg/dL,126.126
2017-08-31 23:48:33.323,nightscout,mg/dL,137.0
2017-08-31 23:50:41.000,googlesheet,mg/dL,258.0
2017-08-31 23:53:32.000,tidepool,mg/dL,126.126
2017-08-31 23:53:33.298,nightscout,mg/dL,135.0
2017-08-31 23:58:32.000,tidepool,mg/dL,126.126
2017-08-31 23:58:32.985,nightscout,mg/dL,132.0
2017-09-01 00:03:32.000,tidepool,mg/dL,126.126
2017-09-01 00:03:32.660,nightscout,mg/dL,136.0
2017-09-01 00:08:32.000,tidepool,mg/dL,126.126
2017-09-01 00:08:33.385,nightscout,mg/dL,134.0
2017-09-01 00:13:32.000,tidepool,mg/dL,126.126
2017-09-01 00:13:32.605,nightscout,mg/dL,134.0
2017-09-01 00:18:32.000,tidepool,mg/dL,126.126
2017-09-01 00:18:32.778,nightscout,mg/dL,130.0
2017-09-01 00:23:32.000,tidepool,mg/dL,126.126
2017-09-01 00:23:32.641,nightscout,mg/dL,127.0
2017-09-01 00:28:32.000,tidepool,mg/dL,108.108
2017-09-01 00:28:32.982,nightscout,mg/dL,123.0
2017-09-01 00:33:32.000,tidepool,mg/dL,108.108
2017-09-01 00:33:32.835,nightscout,mg/dL,126.0
2017-09-01 00:38:32.000,tidepool,mg/dL,108.108
2017-09-01 00:38:32.686,nightscout,mg/dL,124.0
2017-09-01 00:43:32.000,tidepool,mg/dL,108.108
2017-09-01 00:43:32.600,nightscout,mg/dL,122.0
2017-09-01 00:48:32.000,tidepool,mg/dL,108.108
2017-09-01 00:48:33.006,nightscout,mg/dL,117.0
2017-09-01 00:53:32.000,tidepool,mg/dL,108.108
2017-09-01 00:53:33.160,nightscout,mg/dL,112.0
2017-09-01 00:58:32.000,tidepool,mg/dL,108.108
2017-09-01 00:58:33.442,nightscout,mg/dL,110.0
2017-09-01 01:03:32.000,tidepool,mg/dL,108.108
2017-09-01 01:03:33.442,nightscout,mg/dL,110.0
2017-09-01 01:08:32.000,tidepool,mg/dL,108.108
2017-09-01 01:08:33.074,nightscout,mg/dL,111.0
2017-09-01 01:13:32.000,tidepool,mg/dL,108.108
2017-09-01 01:13:32.712,nightscout,mg/dL,114.0
2017-09-01 01:18:32.000,tidepool,mg/dL,108.108
2017-09-01 01:18:32.685,nightscout,mg/dL,117.0
2017-09-01 01:23:32.000,tidepool,mg/dL,108.108
2017-09-01 01:23:32.772,nightscout,mg/dL,117.0
2017-09-01 01:33:32.000,tidepool,mg/dL,108.108
2017-09-01 01:33:33.471,nightscout,mg/dL,115.0
2017-09-01 01:38:32.000,tidepool,mg/dL,108.108
2017-09-01 01:38:32.818,nightscout,mg/dL,112.0
2017-09-01 01:43:32.000,tidepool,mg/dL,108.108
2017-09-01 01:43:32.681,nightscout,mg/dL,110.0
2017-09-01 01:48:32.000,tidepool,mg/dL,90.09
2017-09-01 01:48:33.358,nightscout,mg/dL,103.0
2017-09-01 01:53:32.000,tidepool,mg/dL,90.09
2017-09-01 01:53:32.756,nightscout,mg/dL,104.0
2017-09-01 01:58:32.000,tidepool,mg/dL,90.09
2017-09-01 01:58:32.605,nightscout,mg/dL,107.0
2017-09-01 02:03:32.000,tidepool,mg/dL,90.09
2017-09-01 02:03:32.580,nightscout,mg/dL,105.0
2017-09-01 02:08:32.000,tidepool,mg/dL,90.09
2017-09-01 02:08:33.355,nightscout,mg/dL,106.0
2017-09-01 02:13:32.000,tidepool,mg/dL,108.108
2017-09-01 02:13:33.355,nightscout,mg/dL,111.0
2017-09-01 02:18:32.000,tidepool,mg/dL,108.108
2017-09-01 02:18:32.997,nightscout,mg/dL,120.0
2017-09-01 02:23:32.000,tidepool,mg/dL,126.126
2017-09-01 02:23:32.723,nightscout,mg/dL,130.0
2017-09-01 02:28:32.000,tidepool,mg/dL,126.126
2017-09-01 02:28:32.575,nightscout,mg/dL,139.0
2017-09-01 02:33:32.000,tidepool,mg/dL,144.144
2017-09-01 02:33:33.192,nightscout,mg/dL,146.0
2017-09-01 02:38:32.000,tidepool,mg/dL,144.144
2017-09-01 02:38:32.537,nightscout,mg/dL,159.0
2017-09-01 02:43:32.000,tidepool,mg/dL,162.162
